"Order_ID","Order_Date","Customer_ID","Customer_Name","Product","Category","Quantity","Price","Sales","Profit","City","State","Region","Year","Month","Quarter","Month_Name","Profit_Margin","Is_Outlier"
"EC-1146",2026-05-11,"CUST-145","Matthew Turner","Running Shoes","Clothing",1,9900,9900,3889.65,"Los Angeles","California","West",2026,5,"Q2","May",0.3929,FALSE
"EC-1147",2024-08-11,"CUST-106","Olivia Jones","LED Desk Lamp","Furniture",1,4000,4000,855.29,"Philadelphia","Pennsylvania","East",2024,8,"Q3","Aug",0.2138,FALSE
"EC-1148",2026-02-12,"CUST-112","Mia Thomas","Dell XPS 15","Electronics",1,124000,124000,16688.77,"Dallas","Texas","Central",2026,2,"Q1","Feb",0.1346,FALSE
"EC-1149",2024-08-01,"CUST-119","Matthew White","Modern Sofa","Furniture",2,74500,149000,-3725.38,"Boston","Massachusetts","East",2024,8,"Q3","Aug",-0.025,FALSE
"EC-1150",2024-10-20,"CUST-133","Luke Lopez","Denim Jeans","Clothing",1,4900,4900,1960.54,"Nashville","Tennessee","South",2024,10,"Q4","Oct",0.4001,FALSE
"EC-1151",2025-08-29,"CUST-111","Lucas Anderson","Modern Sofa","Furniture",1,74500,74500,16856.36,"San Francisco","California","West",2025,8,"Q3","Aug",0.2263,FALSE
"EC-1152",2025-06-01,"CUST-128","Sofia Allen","iPad Air","Electronics",5,49000,245000,64115.17,"Miami","Florida","South",2025,6,"Q2","Jun",0.2617,TRUE
"EC-1153",2026-05-01,"CUST-127","Jackson Hall","Waterproof Leather Jacket","Clothing",4,14900,59600,32643.2,"Philadelphia","Pennsylvania","East",2026,5,"Q2","May",0.5477,FALSE
"EC-1154",2026-02-02,"CUST-116","Amelia Martin","LED Desk Lamp","Furniture",3,4000,12000,2789.02,"Seattle","Washington","West",2026,2,"Q1","Feb",0.2324,FALSE
"EC-1155",2026-02-21,"CUST-114","Charlotte Moore","Denim Jeans","Clothing",4,4900,19600,7344.44,"Philadelphia","Pennsylvania","East",2026,2,"Q1","Feb",0.3747,FALSE
"EC-1156",2025-06-29,"CUST-123","David Rodriguez","Waterproof Leather Jacket","Clothing",2,14900,29800,9077.73,"Dallas","Texas","Central",2025,6,"Q2","Jun",0.3046,FALSE
"EC-1157",2025-03-01,"CUST-137","Gabriel Adams","Sony WH-1000XM5","Electronics",2,33000,66000,16757.28,"New York","New York","East",2025,3,"Q1","Mar",0.2539,FALSE
"EC-1158",2025-04-15,"CUST-140","Camila Nelson","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1627.15,"Nashville","Tennessee","South",2025,4,"Q2","Apr",0.4398,FALSE
"EC-1159",2024-07-06,"CUST-119","Matthew White","iPad Air","Electronics",1,49000,49000,11752.98,"Chicago","Illinois","Central",2024,7,"Q3","Jul",0.2399,FALSE
"EC-1160",2024-09-10,"CUST-148","Nora Parker","Premium Notebook Pack","Office Supplies",1,1200,1200,741.3,"Miami","Florida","South",2024,9,"Q3","Sep",0.6177,FALSE
"EC-1161",2024-09-24,"CUST-144","Layla Roberts","Heavy Duty Stapler","Office Supplies",1,1800,1800,1101.46,"Chicago","Illinois","Central",2024,9,"Q3","Sep",0.6119,FALSE
"EC-1162",2025-10-01,"CUST-147","Daniel Campbell","Heavy Duty Stapler","Office Supplies",3,1800,5400,2528.91,"Los Angeles","California","West",2025,10,"Q4","Oct",0.4683,FALSE
"EC-1163",2025-02-13,"CUST-107","James Garcia","Dell XPS 15","Electronics",2,124000,248000,32331.37,"Boston","Massachusetts","East",2025,2,"Q1","Feb",0.1304,TRUE
"EC-1164",2024-02-10,"CUST-133","Luke Lopez","Denim Jeans","Clothing",3,4900,14700,6407.11,"San Francisco","California","West",2024,2,"Q1","Feb",0.4359,FALSE
"EC-1165",2024-07-11,"CUST-124","Elizabeth Lewis","Heavy Duty Stapler","Office Supplies",3,1800,5400,2401.25,"Seattle","Washington","West",2024,7,"Q3","Jul",0.4447,FALSE
"EC-1166",2025-07-31,"CUST-115","Ethan Jackson","Premium Notebook Pack","Office Supplies",2,1200,2400,1330.27,"San Francisco","California","West",2025,7,"Q3","Jul",0.5543,FALSE
"EC-1167",2026-04-03,"CUST-108","Sophia Martinez","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,836.4,"Seattle","Washington","West",2026,4,"Q2","Apr",0.4647,FALSE
"EC-1168",2025-10-25,"CUST-106","Olivia Jones","Heavy Duty Stapler","Office Supplies",4,1800,7200,4465.75,"Boston","Massachusetts","East",2025,10,"Q4","Oct",0.6202,FALSE
"EC-1169",2024-04-07,"CUST-143","Wyatt Perez","Waterproof Leather Jacket","Clothing",3,14900,44700,23151.1,"Atlanta","Georgia","South",2024,4,"Q2","Apr",0.5179,FALSE
"EC-1170",2025-06-20,"CUST-134","Grace Hill","Premium Notebook Pack","Office Supplies",1,1200,1200,715.35,"Chicago","Illinois","Central",2025,6,"Q2","Jun",0.5961,FALSE
"EC-1171",2024-12-13,"CUST-133","Luke Lopez","Waterproof Leather Jacket","Clothing",5,14900,74500,34825.56,"Seattle","Washington","West",2024,12,"Q4","Dec",0.4675,FALSE
"EC-1172",2024-04-16,"CUST-130","Ella Hernandez","iPad Air","Electronics",1,49000,49000,11330.84,"Atlanta","Georgia","South",2024,4,"Q2","Apr",0.2312,FALSE
"EC-1173",2024-11-12,"CUST-137","Gabriel Adams","Premium Notebook Pack","Office Supplies",1,1200,1200,481.28,"Seattle","Washington","West",2024,11,"Q4","Nov",0.4011,FALSE
"EC-1174",2024-01-14,"CUST-137","Gabriel Adams","LED Desk Lamp","Furniture",2,4000,8000,-884.25,"Los Angeles","California","West",2024,1,"Q1","Jan",-0.1105,FALSE
"EC-1175",2024-06-10,"CUST-143","Wyatt Perez","Ergonomic Office Chair","Furniture",3,20500,61500,-72.59,"Dallas","Texas","Central",2024,6,"Q2","Jun",-0.0012,FALSE
"EC-1176",2025-09-27,"CUST-127","Jackson Hall","Solid Oak Dining Table","Furniture",2,66000,132000,4931.42,"San Francisco","California","West",2025,9,"Q3","Sep",0.0374,FALSE
"EC-1177",2025-12-06,"CUST-127","Jackson Hall","Solid Oak Dining Table","Furniture",5,66000,330000,75833.59,"New York","New York","East",2025,12,"Q4","Dec",0.2298,TRUE
"EC-1178",2025-08-29,"CUST-149","Julian Evans","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,962.19,"Los Angeles","California","West",2025,8,"Q3","Aug",0.4811,FALSE
"EC-1179",2025-06-27,"CUST-117","Daniel Lee","Solid Oak Dining Table","Furniture",1,66000,66000,-1825.33,"Houston","Texas","Central",2025,6,"Q2","Jun",-0.0277,FALSE
"EC-1180",2025-11-27,"CUST-117","Daniel Lee","Modern Sofa","Furniture",4,74500,298000,62479.46,"Philadelphia","Pennsylvania","East",2025,11,"Q4","Nov",0.2097,TRUE
"EC-1181",2026-03-06,"CUST-126","Avery Walker","iPad Air","Electronics",4,49000,196000,49793.92,"Dallas","Texas","Central",2026,3,"Q1","Mar",0.2541,TRUE
"EC-1182",2025-09-21,"CUST-130","Ella Hernandez","Waterproof Leather Jacket","Clothing",1,14900,14900,7064.17,"Atlanta","Georgia","South",2025,9,"Q3","Sep",0.4741,FALSE
"EC-1183",2024-02-06,"CUST-127","Jackson Hall","Ergonomic Office Chair","Furniture",1,20500,20500,4841.67,"Los Angeles","California","West",2024,2,"Q1","Feb",0.2362,FALSE
"EC-1184",2024-05-17,"CUST-119","Matthew White","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1365.95,"Chicago","Illinois","Central",2024,5,"Q2","May",0.3692,FALSE
"EC-1185",2025-01-03,"CUST-113","Alexander Taylor","iPhone 15 Pro","Electronics",3,82900,248700,66398.28,"Atlanta","Georgia","South",2025,1,"Q1","Jan",0.267,TRUE
"EC-1186",2026-02-11,"CUST-118","Harper Thompson","Waterproof Leather Jacket","Clothing",4,14900,59600,24737.98,"Dallas","Texas","Central",2026,2,"Q1","Feb",0.4151,FALSE
"EC-1187",2025-06-30,"CUST-110","Isabella Wilson","Sony WH-1000XM5","Electronics",2,33000,66000,16385.27,"Chicago","Illinois","Central",2025,6,"Q2","Jun",0.2483,FALSE
"EC-1188",2024-03-18,"CUST-103","Michael Johnson","Waterproof Leather Jacket","Clothing",3,14900,44700,12904.18,"San Francisco","California","West",2024,3,"Q1","Mar",0.2887,FALSE
"EC-1189",2025-06-09,"CUST-149","Julian Evans","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1455.14,"Dallas","Texas","Central",2025,6,"Q2","Jun",0.3933,FALSE
"EC-1190",2025-10-29,"CUST-128","Sofia Allen","Premium Notebook Pack","Office Supplies",1,1200,1200,533.95,"Philadelphia","Pennsylvania","East",2025,10,"Q4","Oct",0.445,FALSE
"EC-1191",2026-06-08,"CUST-121","Logan Martin","Dry Erase Whiteboard","Office Supplies",1,3700,3700,2055.61,"Boston","Massachusetts","East",2026,6,"Q2","Jun",0.5556,FALSE
"EC-1192",2024-04-06,"CUST-110","Isabella Wilson","Dell XPS 15","Electronics",3,124000,372000,56276.08,"New York","New York","East",2024,4,"Q2","Apr",0.1513,TRUE
"EC-1193",2026-01-10,"CUST-133","Luke Lopez","Cotton Slim Fit T-Shirt","Clothing",5,2000,10000,5184.66,"San Francisco","California","West",2026,1,"Q1","Jan",0.5185,FALSE
"EC-1194",2025-04-27,"CUST-111","Lucas Anderson","iPad Air","Electronics",2,49000,98000,33311.17,"Seattle","Washington","West",2025,4,"Q2","Apr",0.3399,FALSE
"EC-1195",2024-06-30,"CUST-113","Alexander Taylor","Running Shoes","Clothing",2,9900,19800,8338.59,"Philadelphia","Pennsylvania","East",2024,6,"Q2","Jun",0.4211,FALSE
"EC-1196",2025-04-18,"CUST-146","Lillian Phillips","Premium Notebook Pack","Office Supplies",1,1200,1200,573.71,"Philadelphia","Pennsylvania","East",2025,4,"Q2","Apr",0.4781,FALSE
"EC-1197",2024-05-06,"CUST-145","Matthew Turner","Ergonomic Office Chair","Furniture",1,20500,20500,249.64,"Miami","Florida","South",2024,5,"Q2","May",0.0122,FALSE
"EC-1198",2026-03-09,"CUST-107","James Garcia","LED Desk Lamp","Furniture",2,4000,8000,1899.71,"Atlanta","Georgia","South",2026,3,"Q1","Mar",0.2375,FALSE
"EC-1199",2025-05-07,"CUST-140","Camila Nelson","Dell XPS 15","Electronics",5,124000,620000,111066.63,"Dallas","Texas","Central",2025,5,"Q2","May",0.1791,TRUE
"EC-1200",2025-07-08,"CUST-136","Victoria Green","Denim Jeans","Clothing",3,4900,14700,3854.71,"Dallas","Texas","Central",2025,7,"Q3","Jul",0.2622,FALSE
"EC-1201",2025-11-22,"CUST-114","Charlotte Moore","Denim Jeans","Clothing",4,4900,19600,7442.03,"San Francisco","California","West",2025,11,"Q4","Nov",0.3797,FALSE
"EC-1202",2025-05-20,"CUST-105","William Brown","Solid Oak Dining Table","Furniture",1,66000,66000,3083.93,"Philadelphia","Pennsylvania","East",2025,5,"Q2","May",0.0467,FALSE
"EC-1203",2024-12-02,"CUST-120","Evelyn Harris","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,1090.54,"Houston","Texas","Central",2024,12,"Q4","Dec",0.6059,FALSE
"EC-1204",2025-06-22,"CUST-123","David Rodriguez","Dry Erase Whiteboard","Office Supplies",2,3700,7400,4336.63,"Chicago","Illinois","Central",2025,6,"Q2","Jun",0.586,FALSE
"EC-1205",2025-06-25,"CUST-146","Lillian Phillips","Denim Jeans","Clothing",3,4900,14700,6113.53,"Miami","Florida","South",2025,6,"Q2","Jun",0.4159,FALSE
"EC-1206",2024-06-28,"CUST-119","Matthew White","Heavy Duty Stapler","Office Supplies",1,1800,1800,790.53,"Chicago","Illinois","Central",2024,6,"Q2","Jun",0.4392,FALSE
"EC-1207",2026-05-17,"CUST-147","Daniel Campbell","Waterproof Leather Jacket","Clothing",2,14900,29800,15529.25,"New York","New York","East",2026,5,"Q2","May",0.5211,FALSE
"EC-1208",2024-07-30,"CUST-148","Nora Parker","Denim Jeans","Clothing",3,4900,14700,7981.24,"Philadelphia","Pennsylvania","East",2024,7,"Q3","Jul",0.5429,FALSE
"EC-1209",2025-08-09,"CUST-103","Michael Johnson","Sony WH-1000XM5","Electronics",1,33000,33000,10199.61,"Boston","Massachusetts","East",2025,8,"Q3","Aug",0.3091,FALSE
"EC-1210",2024-07-19,"CUST-102","Jane Smith","LED Desk Lamp","Furniture",1,4000,4000,-188.38,"Atlanta","Georgia","South",2024,7,"Q3","Jul",-0.0471,FALSE
"EC-1211",2025-02-04,"CUST-138","Chloe Baker","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1668.59,"Dallas","Texas","Central",2025,2,"Q1","Feb",0.451,FALSE
"EC-1212",2024-03-02,"CUST-139","Carter Gonzalez","Running Shoes","Clothing",1,9900,9900,2521.05,"Dallas","Texas","Central",2024,3,"Q1","Mar",0.2547,FALSE
"EC-1213",2024-09-25,"CUST-110","Isabella Wilson","Modern Sofa","Furniture",2,74500,149000,-6463.58,"San Francisco","California","West",2024,9,"Q3","Sep",-0.0434,FALSE
"EC-1214",2025-01-16,"CUST-145","Matthew Turner","Sony WH-1000XM5","Electronics",1,33000,33000,7476.74,"New York","New York","East",2025,1,"Q1","Jan",0.2266,FALSE
"EC-1215",2024-05-03,"CUST-142","Penelope Mitchell","Solid Oak Dining Table","Furniture",1,66000,66000,5976.1,"New York","New York","East",2024,5,"Q2","May",0.0905,FALSE
"EC-1216",2024-03-03,"CUST-142","Penelope Mitchell","LED Desk Lamp","Furniture",3,4000,12000,-141.43,"Boston","Massachusetts","East",2024,3,"Q1","Mar",-0.0118,FALSE
"EC-1217",2025-07-14,"CUST-128","Sofia Allen","Premium Notebook Pack","Office Supplies",2,1200,2400,1320.67,"Chicago","Illinois","Central",2025,7,"Q3","Jul",0.5503,FALSE
"EC-1218",2025-07-26,"CUST-135","Owen Scott","Cotton Slim Fit T-Shirt","Clothing",2,2000,4000,1533.99,"San Francisco","California","West",2025,7,"Q3","Jul",0.3835,FALSE
"EC-1219",2025-09-19,"CUST-124","Elizabeth Lewis","Modern Sofa","Furniture",5,74500,372500,-36697.66,"Houston","Texas","Central",2025,9,"Q3","Sep",-0.0985,TRUE
"EC-1220",2026-02-07,"CUST-149","Julian Evans","Waterproof Leather Jacket","Clothing",2,14900,29800,9277.95,"Houston","Texas","Central",2026,2,"Q1","Feb",0.3113,FALSE
"EC-1221",2025-06-23,"CUST-150","Zoe Edwards","Sony WH-1000XM5","Electronics",1,33000,33000,5410.23,"Dallas","Texas","Central",2025,6,"Q2","Jun",0.1639,FALSE
"EC-1222",2024-01-02,"CUST-117","Daniel Lee","Sony WH-1000XM5","Electronics",3,33000,99000,17491.97,"Los Angeles","California","West",2024,1,"Q1","Jan",0.1767,FALSE
"EC-1223",2025-11-01,"CUST-110","Isabella Wilson","Sony WH-1000XM5","Electronics",2,33000,66000,15970.03,"Chicago","Illinois","Central",2025,11,"Q4","Nov",0.242,FALSE
"EC-1224",2025-10-09,"CUST-142","Penelope Mitchell","Modern Sofa","Furniture",2,74500,149000,-9597.26,"Atlanta","Georgia","South",2025,10,"Q4","Oct",-0.0644,FALSE
"EC-1225",2024-05-06,"CUST-140","Camila Nelson","iPhone 15 Pro","Electronics",3,82900,248700,31322.59,"New York","New York","East",2024,5,"Q2","May",0.1259,TRUE
"EC-1226",2024-07-26,"CUST-125","Joseph Lee","iPad Air","Electronics",2,49000,98000,19468.74,"Atlanta","Georgia","South",2024,7,"Q3","Jul",0.1987,FALSE
"EC-1227",2026-02-09,"CUST-123","David Rodriguez","Dell XPS 15","Electronics",1,124000,124000,26120.74,"Los Angeles","California","West",2026,2,"Q1","Feb",0.2107,FALSE
"EC-1228",2026-01-10,"CUST-113","Alexander Taylor","Sony WH-1000XM5","Electronics",2,33000,66000,9822.75,"Miami","Florida","South",2026,1,"Q1","Jan",0.1488,FALSE
"EC-1229",2024-09-25,"CUST-140","Camila Nelson","Dell XPS 15","Electronics",5,124000,620000,191961.71,"Philadelphia","Pennsylvania","East",2024,9,"Q3","Sep",0.3096,TRUE
"EC-1230",2024-01-12,"CUST-127","Jackson Hall","Dry Erase Whiteboard","Office Supplies",3,3700,11100,6774.57,"New York","New York","East",2024,1,"Q1","Jan",0.6103,FALSE
"EC-1231",2025-12-05,"CUST-137","Gabriel Adams","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1499.21,"Seattle","Washington","West",2025,12,"Q4","Dec",0.4052,FALSE
"EC-1232",2025-10-31,"CUST-117","Daniel Lee","Premium Notebook Pack","Office Supplies",2,1200,2400,976.5,"Atlanta","Georgia","South",2025,10,"Q4","Oct",0.4069,FALSE
"EC-1233",2025-07-16,"CUST-125","Joseph Lee","Waterproof Leather Jacket","Clothing",1,14900,14900,5030.94,"Miami","Florida","South",2025,7,"Q3","Jul",0.3376,FALSE
"EC-1234",2025-03-19,"CUST-109","Benjamin Miller","Modern Sofa","Furniture",2,74500,149000,31266.66,"Miami","Florida","South",2025,3,"Q1","Mar",0.2098,FALSE
"EC-1235",2026-05-12,"CUST-140","Camila Nelson","iPhone 15 Pro","Electronics",1,82900,82900,27135.8,"San Francisco","California","West",2026,5,"Q2","May",0.3273,FALSE
"EC-1236",2025-11-07,"CUST-128","Sofia Allen","Sony WH-1000XM5","Electronics",3,33000,99000,13540.72,"Houston","Texas","Central",2025,11,"Q4","Nov",0.1368,FALSE
"EC-1237",2025-07-12,"CUST-119","Matthew White","Running Shoes","Clothing",1,9900,9900,3481.94,"Dallas","Texas","Central",2025,7,"Q3","Jul",0.3517,FALSE
"EC-1238",2026-04-03,"CUST-113","Alexander Taylor","iPad Air","Electronics",3,49000,147000,44693.75,"Boston","Massachusetts","East",2026,4,"Q2","Apr",0.304,TRUE
"EC-1239",2024-07-16,"CUST-133","Luke Lopez","iPad Air","Electronics",1,49000,49000,8498.85,"San Francisco","California","West",2024,7,"Q3","Jul",0.1734,FALSE
"EC-1240",2024-01-10,"CUST-112","Mia Thomas","Premium Notebook Pack","Office Supplies",4,1200,4800,2073.38,"Los Angeles","California","West",2024,1,"Q1","Jan",0.432,FALSE
"EC-1241",2024-09-11,"CUST-101","John Doe","Premium Notebook Pack","Office Supplies",1,1200,1200,459.28,"Boston","Massachusetts","East",2024,9,"Q3","Sep",0.3827,FALSE
"EC-1242",2024-07-19,"CUST-138","Chloe Baker","Ergonomic Office Chair","Furniture",1,20500,20500,1454.12,"New York","New York","East",2024,7,"Q3","Jul",0.0709,FALSE
"EC-1243",2026-01-14,"CUST-119","Matthew White","iPad Air","Electronics",1,49000,49000,14268.71,"Nashville","Tennessee","South",2026,1,"Q1","Jan",0.2912,FALSE
"EC-1244",2025-05-29,"CUST-145","Matthew Turner","Solid Oak Dining Table","Furniture",2,66000,132000,21262.5,"Los Angeles","California","West",2025,5,"Q2","May",0.1611,FALSE
"EC-1245",2026-04-29,"CUST-119","Matthew White","Gel Pen Set (12-pack)","Office Supplies",5,900,4500,2064.46,"Chicago","Illinois","Central",2026,4,"Q2","Apr",0.4588,FALSE
"EC-1246",2024-06-29,"CUST-137","Gabriel Adams","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,726.95,"New York","New York","East",2024,6,"Q2","Jun",0.4039,FALSE
"EC-1247",2026-01-20,"CUST-123","David Rodriguez","Modern Sofa","Furniture",2,74500,149000,14364.9,"San Francisco","California","West",2026,1,"Q1","Jan",0.0964,FALSE
"EC-1248",2024-10-10,"CUST-127","Jackson Hall","Dell XPS 15","Electronics",1,124000,124000,31815.88,"Houston","Texas","Central",2024,10,"Q4","Oct",0.2566,FALSE
"EC-1249",2026-02-02,"CUST-131","Jack King","LED Desk Lamp","Furniture",4,4000,16000,-15.24,"Miami","Florida","South",2026,2,"Q1","Feb",-0.001,FALSE
"EC-1250",2025-04-07,"CUST-122","Abigail Clark","Gel Pen Set (12-pack)","Office Supplies",1,900,900,445.19,"Houston","Texas","Central",2025,4,"Q2","Apr",0.4947,FALSE
"EC-1251",2025-08-27,"CUST-113","Alexander Taylor","Dry Erase Whiteboard","Office Supplies",1,3700,3700,1864.7,"Los Angeles","California","West",2025,8,"Q3","Aug",0.504,FALSE
"EC-1252",2024-11-08,"CUST-114","Charlotte Moore","iPad Air","Electronics",2,49000,98000,14727.75,"Atlanta","Georgia","South",2024,11,"Q4","Nov",0.1503,FALSE
"EC-1253",2024-03-24,"CUST-146","Lillian Phillips","iPhone 15 Pro","Electronics",1,82900,82900,23530.48,"New York","New York","East",2024,3,"Q1","Mar",0.2838,FALSE
"EC-1254",2025-04-08,"CUST-144","Layla Roberts","Gel Pen Set (12-pack)","Office Supplies",1,900,900,508.84,"New York","New York","East",2025,4,"Q2","Apr",0.5654,FALSE
"EC-1255",2026-06-04,"CUST-120","Evelyn Harris","Premium Notebook Pack","Office Supplies",1,1200,1200,456.75,"Houston","Texas","Central",2026,6,"Q2","Jun",0.3806,FALSE
"EC-1256",2024-08-12,"CUST-108","Sophia Martinez","Running Shoes","Clothing",1,9900,9900,2506.7,"Miami","Florida","South",2024,8,"Q3","Aug",0.2532,FALSE
"EC-1257",2025-07-26,"CUST-143","Wyatt Perez","Sony WH-1000XM5","Electronics",5,33000,165000,22550,"Nashville","Tennessee","South",2025,7,"Q3","Jul",0.1367,FALSE
"EC-1258",2024-04-11,"CUST-114","Charlotte Moore","Heavy Duty Stapler","Office Supplies",2,1800,3600,2273.8,"Chicago","Illinois","Central",2024,4,"Q2","Apr",0.6316,FALSE
"EC-1259",2024-06-19,"CUST-102","Jane Smith","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,701.26,"Nashville","Tennessee","South",2024,6,"Q2","Jun",0.3506,FALSE
"EC-1260",2025-05-03,"CUST-114","Charlotte Moore","Ergonomic Office Chair","Furniture",4,20500,82000,16702.23,"Atlanta","Georgia","South",2025,5,"Q2","May",0.2037,FALSE
"EC-1261",2025-10-23,"CUST-130","Ella Hernandez","Modern Sofa","Furniture",3,74500,223500,10443.31,"Philadelphia","Pennsylvania","East",2025,10,"Q4","Oct",0.0467,TRUE
"EC-1262",2025-11-24,"CUST-110","Isabella Wilson","Premium Notebook Pack","Office Supplies",5,1200,6000,2856.15,"Chicago","Illinois","Central",2025,11,"Q4","Nov",0.476,FALSE
"EC-1263",2026-04-01,"CUST-102","Jane Smith","Running Shoes","Clothing",3,9900,29700,15149.15,"Houston","Texas","Central",2026,4,"Q2","Apr",0.5101,FALSE
"EC-1264",2025-07-20,"CUST-142","Penelope Mitchell","Cotton Slim Fit T-Shirt","Clothing",3,2000,6000,2098.99,"Seattle","Washington","West",2025,7,"Q3","Jul",0.3498,FALSE
"EC-1265",2025-07-19,"CUST-132","Scarlett Wright","Running Shoes","Clothing",2,9900,19800,7877.41,"Dallas","Texas","Central",2025,7,"Q3","Jul",0.3978,FALSE
"EC-1266",2026-04-05,"CUST-103","Michael Johnson","Ergonomic Office Chair","Furniture",5,20500,102500,10688.09,"Nashville","Tennessee","South",2026,4,"Q2","Apr",0.1043,FALSE
"EC-1267",2025-11-15,"CUST-134","Grace Hill","Running Shoes","Clothing",1,9900,9900,2635.4,"Atlanta","Georgia","South",2025,11,"Q4","Nov",0.2662,FALSE
"EC-1268",2025-02-24,"CUST-128","Sofia Allen","Denim Jeans","Clothing",4,4900,19600,6744.58,"Nashville","Tennessee","South",2025,2,"Q1","Feb",0.3441,FALSE
"EC-1269",2025-07-08,"CUST-128","Sofia Allen","Solid Oak Dining Table","Furniture",3,66000,198000,-23541.4,"San Francisco","California","West",2025,7,"Q3","Jul",-0.1189,TRUE
"EC-1270",2024-07-25,"CUST-130","Ella Hernandez","iPad Air","Electronics",2,49000,98000,21284.88,"Los Angeles","California","West",2024,7,"Q3","Jul",0.2172,FALSE
"EC-1271",2024-03-25,"CUST-110","Isabella Wilson","Denim Jeans","Clothing",3,4900,14700,5342.58,"Atlanta","Georgia","South",2024,3,"Q1","Mar",0.3634,FALSE
"EC-1272",2024-06-01,"CUST-125","Joseph Lee","Dell XPS 15","Electronics",2,124000,248000,63463.53,"Nashville","Tennessee","South",2024,6,"Q2","Jun",0.2559,TRUE
"EC-1273",2026-05-19,"CUST-147","Daniel Campbell","Solid Oak Dining Table","Furniture",1,66000,66000,16061.85,"Philadelphia","Pennsylvania","East",2026,5,"Q2","May",0.2434,FALSE
"EC-1274",2024-08-27,"CUST-119","Matthew White","iPad Air","Electronics",5,49000,245000,55450.32,"Philadelphia","Pennsylvania","East",2024,8,"Q3","Aug",0.2263,TRUE
"EC-1275",2024-02-18,"CUST-112","Mia Thomas","Dry Erase Whiteboard","Office Supplies",2,3700,7400,3680.73,"Atlanta","Georgia","South",2024,2,"Q1","Feb",0.4974,FALSE
"EC-1276",2024-05-18,"CUST-118","Harper Thompson","iPhone 15 Pro","Electronics",1,82900,82900,28183.4,"Chicago","Illinois","Central",2024,5,"Q2","May",0.34,FALSE
"EC-1277",2024-06-04,"CUST-131","Jack King","Dell XPS 15","Electronics",1,124000,124000,20580.82,"Chicago","Illinois","Central",2024,6,"Q2","Jun",0.166,FALSE
"EC-1278",2024-09-30,"CUST-118","Harper Thompson","LED Desk Lamp","Furniture",2,4000,8000,-20.7,"Houston","Texas","Central",2024,9,"Q3","Sep",-0.0026,FALSE
"EC-1279",2025-07-20,"CUST-143","Wyatt Perez","Dell XPS 15","Electronics",2,124000,248000,55021.71,"Dallas","Texas","Central",2025,7,"Q3","Jul",0.2219,TRUE
"EC-1280",2024-08-13,"CUST-109","Benjamin Miller","Sony WH-1000XM5","Electronics",2,33000,66000,10814.8,"New York","New York","East",2024,8,"Q3","Aug",0.1639,FALSE
"EC-1281",2026-01-31,"CUST-108","Sophia Martinez","Ergonomic Office Chair","Furniture",1,20500,20500,-1454.64,"Miami","Florida","South",2026,1,"Q1","Jan",-0.071,FALSE
"EC-1282",2024-06-18,"CUST-141","Henry Carter","Running Shoes","Clothing",1,9900,9900,2857.24,"Philadelphia","Pennsylvania","East",2024,6,"Q2","Jun",0.2886,FALSE
"EC-1283",2024-10-18,"CUST-108","Sophia Martinez","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,972.67,"Philadelphia","Pennsylvania","East",2024,10,"Q4","Oct",0.4863,FALSE
"EC-1284",2024-05-27,"CUST-135","Owen Scott","Gel Pen Set (12-pack)","Office Supplies",1,900,900,392.14,"San Francisco","California","West",2024,5,"Q2","May",0.4357,FALSE
"EC-1285",2025-12-19,"CUST-108","Sophia Martinez","Gel Pen Set (12-pack)","Office Supplies",3,900,2700,1144.99,"Seattle","Washington","West",2025,12,"Q4","Dec",0.4241,FALSE
"EC-1286",2024-07-07,"CUST-110","Isabella Wilson","Dell XPS 15","Electronics",2,124000,248000,39167.77,"Philadelphia","Pennsylvania","East",2024,7,"Q3","Jul",0.1579,TRUE
"EC-1287",2026-04-18,"CUST-110","Isabella Wilson","Premium Notebook Pack","Office Supplies",1,1200,1200,462.37,"Chicago","Illinois","Central",2026,4,"Q2","Apr",0.3853,FALSE
"EC-1288",2024-04-22,"CUST-134","Grace Hill","iPad Air","Electronics",1,49000,49000,15208.08,"Boston","Massachusetts","East",2024,4,"Q2","Apr",0.3104,FALSE
"EC-1289",2024-01-27,"CUST-111","Lucas Anderson","iPhone 15 Pro","Electronics",3,82900,248700,49598.75,"Atlanta","Georgia","South",2024,1,"Q1","Jan",0.1994,TRUE
"EC-1290",2025-08-28,"CUST-142","Penelope Mitchell","Modern Sofa","Furniture",2,74500,149000,13280.83,"Houston","Texas","Central",2025,8,"Q3","Aug",0.0891,FALSE
"EC-1291",2025-10-06,"CUST-148","Nora Parker","Denim Jeans","Clothing",1,4900,4900,1648.8,"Chicago","Illinois","Central",2025,10,"Q4","Oct",0.3365,FALSE
